blunt	钝
shrubbery	灌木
intellectual	知识分子
bless	佑
Catalan	加泰罗尼亚语
Azores	亚述尔群岛
Troy	特洛伊
spiteful	怀恨的
extremum	极值
slaughterer	杀手
bootleg	私卖
twenty-first	第二十一
Huambo	万博
wafer	晶片
presentation	介绍
sag	下垂
visceral	内脏的
tariff	关税
Hosea	何西阿书
effete	疲惫的
relative	亲戚
cellarage	地窖容积
undetermined	未确定的
farthingale	鲸骨圆环
jock	埭
Saint Nicholas	圣尼古拉
textile	纺织品
paragliding	滑翔伞
orchitis	睾丸炎
pocket watch	怀表
hit parade	最流行的一批
Baku	巴库
live	活
gong	锣
hypnotism	催眠术
anemometer	风力计
USSR	苏联
FBI	联邦调查局
amenable	应服从的
arbitral	仲裁的
imperative	紧急的
bookstore	书店
criminological	犯罪学的
wounded	负伤
laminate	层压
prandial	膳食的
tripartite	分成三部分的
casting	铸件
bed sheet	床单
crosswind	横风
hypervolemia	血容量过多
somewhat	几分
eerie	奇怪
fold	折
expensive	贵
bigot	盲信者
pyrotechnic	烟火的
capsule	蒴果
able	能
scalene	不等边的
buyer	买主
chromophore	发色团
flounder	比目鱼
methylene	亚甲基
makeshift	权宜之计
nationalist	民族主义者
periodontitis	牙周炎
otitis media	中耳炎
gear lever	变速杆
trench coat	军服式雨衣
bolster	支持
shunt	分流
Taurus	金牛座
hone	磨刀石
gunshot	射击
diet	饮食
unconditionally	无条件地
modestly	谨慎地
easily	容易地
vesicatory	发泡药
crossword	纵横字谜
favourite	宠爱的
dietetic	饮食的
longboat	帆船附载的大艇
navigator	航海家
necrophilia	恋尸癖
velodrome	室内自行车赛场
hooligan	流氓
slowness	缓慢
patch	补
duplicity	口是心非
inject	注射
hilum	粒心
furlough	休假
dashboard	仪表盘
vitiate	损坏
bombardier	投弹手
caramel	焦糖
dentin	牙本质
relativistic	相对论的
spectator	旁观者
city state	城邦
breakfast	早餐
incandescent lamp	白炽灯
backyard	后院
axil	叶腋
adenitis	腺炎
Angolan	安哥拉人
Christian year	礼仪年
perfection	完美
tangle	䋰
mad	狂
arms	兵
suppurate	化脓
impart	传授
PIN	密码
sea bream	菱羊鲷
titanic	钛的
peafowl	孔雀
vituperative	责骂的
carboy	坛
idolize	极端崇拜
renal	肾的
sleeping car	卧车
abdication	退位
cast off	摒
overbite	覆咬合
stride	跨
expose	暴露
uncomfortable	酲
linear	线的
wed	结婚
audiovisual	视听
bulbil	球芽
catty	斤
Paleozoic	古生代
alchemy	炼金术
unstructured	未组织的
fundamental interaction	基本相互作用
call for	招
stand in	位于
volte-face	变卦
cuticle	表皮
amputation	切断术
beauty sleep	酣睡眠
Freetown	弗里敦
head	头
dolly	小车
what is more	并且
abate	减少
seawater	海水
lipstick	口红
skylight	天窗
Oregon	俄勒冈州
Talmud	塔木德
aerate	通气
rakish	轻快的
interlocutor	对话者
plasticizer	可塑剂
juggler	行骗者
newscaster	新闻广播员
nobleness	高贵
Mexican jumping bean	跳豆
light air	一级风
tawny owl	灰林鸮
tackle	用具
bar	巴
sin	罪
eavesdrop	偷听
mildness	温和
cohort	军队
stateless	没有国家的
Egyptologist	埃及古物学者
undying	不灭的
cubiform	立方形的
equitably	公正地
wool	羊毛
novelty	新奇
quack	庸医
tannery	制革厂
Republican	共和党人
insipidness	没有味道
Beaufort scale	蒲福风力等级
Ophiuchus	蛇夫座
soldier of fortune	军事冒险者
antecedent	前事
successful	完满
wisdom	智
debar	排除
invigilate	监考
haem	血红素
seascape	海景
pier	码头
gastric acid	胃酸
bougainvillea	叶子花属
metro	地铁
apostrophe	省略符号
obdurate	执拗的
cribbage	纸牌玩法之一
hallmark	品质证明
homeopathic	同种疗法的
illogically	不合逻辑地
calcaneus	跟骨
lateral rectus	眼外直肌
morsel	一口
concordance	用语索引
make up	造
yak	牦牛
wake	醒
cambric	细薄布
debris	残骸
midsummer	仲夏
dissimilar	不同的
millilitre	毫升
bongo	邦哥鼓
effendi	阿凡提
duodenal ulcer	十二指肠溃疡
Tampere	坦佩雷
afternoon	下午
in practice	在实践中
phonology	音韵学
hockey stick	曲棍球棒
third rail	第三轨
Nigerian	尼日利亚人
soon	不久
quadric	二次的
groundhog	土拨鼠
whole tone	全音
headlight	头灯
cod	鳕鱼
juggling	杂技
credo	信条
journalism	新闻学
abjure	发誓放弃
commensal	同吃的
dandify	打扮得时髦
incestuous	乱伦的
invisibly	看不见地
slurp	啧啧吃的声音
amnion	羊膜
Golden Horde	金帐汗国
Rhine	莱茵河
fork over	移交
gerund	动名词
Arcadia	阿卡迪亚
Luo	卢奥文
duo	二重唱
daylily	萱草
abdomen	腹
portico	门廊
ragged	破烂
peep	窥
thoughtless	不注意
boiled	煮
spasmodic	痉挛的
disassemble	拆卸
maculate	有污点的
jeweler	珠宝商
solicit	兜
unreasonably	不合理地
operetta	滑稽歌剧
anxiety disorder	焦虑症
cation	阳离子
mesonic	介子的
thrust	推力
untamed	生
conscript	勇
affectation	做作
recommendation	推荐
reserve	保留
lavender	薰衣草
derrick	起重机
affectionate	绻
miraculously	奇迹地
privately	私自
cartload	一满车
endothelial	内皮的
carbon disulfide	二硫化碳
quarantine	检疫
patiently	有耐性地
tempo	速度
microscope	显微镜
intifada	起义
Proverbs	箴言
Mississippi	密西西比州
karate	空手道
draught	通风
symptom	症状
pemphigus	天疱疮
accoutre	装备
bantamweight	最轻量级的选手
illegally	不法地
meridional	子午线的
natural law	自然法
submersion	淹没
skyhook	安装锚杆
violate	犯
apple juice	苹果汁
Israelite	以色列人的
delusion	妄想
earless seal	海豹
coquettishly	撒娇
dumping	倾销
Pyongyang	平壤
disdainful	轻蔑的
story	故事
interaction	相互作用
detestation	厌恶的人
cluttered	拥挤
herbarium	植物标本
inbred	天生的
shady	成荫的
slow	慢
steak	牛排
obstetrical	产科的
tribesman	种族的一员
trilingual	三国语的
urban legend	都市传说
antelope	羚羊
subjunctive mood	虚拟语气
phosphoric acid	磷酸
carapace	甲壳
dunk	泡
Asia Minor	小亚细亚
elixir	炼金药
contract	合同
monkey	猴子
torsion	扭转
discrimination	辨别力
mandarin orange	蜜柑
cardoon	刺苞菜蓟
bluegrass	莓系属的牧草
adventitious	外来的
northern	北
concavo-convex	凹凸的
polymath	传学者
sleepwalking	梦游症
optics	光学
lunar calendar	阴历
rattle off	急促背诵地
epilate	给 … 拔毛
butterflyfish	豹鲂鮄
May	五月
binary digit	二进制数
frieze	中楣
peddler	小贩
amity	平
social worker	社会工作者
syllabary	音节文字
Euclid	欧几里得
resentful	不满
dah	长划
dispirit	使沮丧
solemnly	严肃地
evening	晚上
syphilitic	梅毒的
here and there	各处
airing	晾干
Fornax	天炉座
betrothal	婚约
low	低
mining	采矿
vegetable oil	植物油
cervical cap	子宫颈帽
lobby	大厅
informant	通知者
taunt	嘲弄
water pipe	水管
evenhanded	公平的
alluvial	冲积的
equiangular	等角的
mischievous	调皮
mnemonics	记忆术
refuge	避难所
sower	播种机
struggle	挣扎
dark matter	暗物质
air cushion	气垫
atomic weight	原子量
bilge pump	舱底水泵
put	放
installation	装置
clutch	抓
cockerel	小公鸡
adapter	适配器
repository	贮藏室
currant	葡萄干
Sirius	天狼星
atypical	非典型的
curling	冰壶
wayfarer	旅客
Erlenmeyer flask	锥形烧瓶
Mauritius	毛里求斯
colugo	鼯猴
behaviourism	行为主义
isomer	异构体
bedeck	修饰
carboxyl	羧基
chairlift	缆车
phrasing	分节法
spoof	诳骗
lighthouse	灯塔
gin	琴酒
abstinence	节制
longan	龙眼
beechen	山毛榉制的
bungalow	平房
go wrong	出毛病
crepitate	劈劈拍拍响
sparkler	烟花
cronyism	任人唯亲
love bite	草莓
morning dress	普通礼服
tiler	瓦工
gateau	奶油水果大蛋糕
melanin	黑色素
stinkhorn	白鬼笔
Saint Bernard	圣伯纳德狗
shower curtain	淋浴帘
Port Moresby	莫尔兹比港
Dakar	达喀尔
choir	唱诗班
antrum	窦
aristocracy	贵族
portfolio	公文包
fulfil	实践
feeling	情
on the dot	准时地
sculptural	雕刻的
diluvian	洪水的
tinder	火绒
tropical	热带的
ethnographer	民族志学者
ohmmeter	欧姆计
transcendence	卓越
fellatio	口交
reincarnation	投胎
ocean current	海流
governor general	总督
attempt	尝试
uneasy	㤸
eye	眼睛
furring	水垢
sprout	芽
celebrated	著名的
speed	速度
biomass	生物量
miserable	惨
mesosphere	中间层
Sindhi	信德语
penetrating	彻
departmental	各部的
detachable	可分离的
odontology	齿科学
porch	廊
veronal	商标名
psyllid	木虱
capacitor	电容器
thanatophobia	死亡恐怖
West Germany	西德
last	最后
run	跑
wing	翅膀
dusty	尘封
adulteress	奸妇
melody	曲调
distinctive	有特色的
Genoa	热那亚
cooperative	合作的
analogously	类似地
comparison	比较
drinker	酒徒
timbale	一种食物
overvalue	估计过高
June	六月
delicatessen	熟食店
convoke	召集
chickweed	繁缕
sip	啜
throw	扔
lose	失
ontogenesis	个体发生
luster	光泽
digress	离题
Viking	北欧海盗
anoxic	缺氧性的
phlegmatic	冷漠的
foreboding	预感
cittern	西特琴
treacherously	背叛地
portmanteau	旅行皮箱
gateway	网关
alienist	精神病医生
EU	欧洲联盟
gayness	快乐
mother-of-pearl	珧
porno	春宫
introject	融合
cell	细胞
eccentric	古怪
Mexican	墨西哥人
manifest	彰
four-letter word	三字经
IT	技术情报
shigellosis	志贺氏菌病
mistletoe	槲寄生
Candlemas	圣烛节
atomize	分为原子
concoction	调合
imperfection	不完全
hopefully	有希望地
march	行进
pawnbroker	典当商
cocoa butter	可可脂
researcher	研究员
mourn	哀悼
spawner	产卵鱼
Kigali	基加利
Huang He	黄河
pea	豌豆
enter	进
septicemia	败血病
chlorination	氯化
katabatic wind	下降风
inhabitable	适于居住的
pericarp	果皮
formalize	形式化
desirable	合意
honk	嘟
protrusion	推出
luck out	侥幸成功
inpatient	住院病人
hand over	递
slenderness	细长度
macromolecular	高分子
twenty-sixth	第二十六
airmail	航空邮件
handiness	轻便
overlay	覆盖
threat	威胁
pivotal	关键的
aluminium	铝
lager	酿造后再贮藏熟成的啤酒
leukocyte	白血球
Japanese	日语
winner	胜利者
deleterious	有毒的
vehicle	车
raddle	红赭石
swordplay	剑术
percolate	过滤
Laconia	拉科尼亚
dependent variable	因变量
beauty parlor	美容院
thankfulness	感谢
cricketer	板球队员
borderline	边界
aisle	侧廊
ventricle	心室
choose	选择
Allies	苏维埃联盟
heterogeneity	异质
armrest	扶手
acromegaly	肢端肥大症
cryptologic	密码逻辑
dovecote	鸽房
squire	乡绅
once in a while	偶
theophany	神的出现
townsman	市民
snack bar	小吃店
cygnet	小天鹅
recusation	反对
photoelectron	光电子
greater yellowlegs	大黄脚鹬
Phillips screwdriver	十字螺丝刀
Tibet	西藏
Argentina	阿根廷
Beijing	北京
all-purpose	通用的
arch	拱
dimensional	空间的
permanent	永久
atrocious	残暴的
vendor	卖主
abactinal	无触角的
confederate	同盟者
diluent	稀释剂
cummerbund	腹带
bilious	胆汁质的
meaty	肉的
cosmopolite	世界公民
gulf	海湾
venerate	尊
threshing floor	禾场
terra incognita	未知领域
pane	窗玻璃
overly	过度地
brand	牌
water glass	硅酸钠
interplanetary	行星际
dismal	暗的
butyric acid	丁酸
biome	生物群系
candied	甜蜜的
chrestomathy	读本
mesoblastic	中胚层的
parkland	公用场地
pinstripe	细条纹
doff	脱
typeset	排版
vermiform appendix	阑尾
praetor	执政官
isomerase	异构酶
proprioception	本体感受作用
steward	服务员
money	钱
kidney	肾
spick-and-span	崭新的
grinder	磨床
arthroplasty	关节形成术
radiography	放射线照相术
isomerization	异构化作用
pulverise	抽打
idiosyncratic	特质的
renunciation	脱离关系
illustrator	插图画家
pancreatic	胰腺的
pulsar	脉冲星
libration	天平动
hostage	人质
benzoic acid	苯甲酸
krypton	氪
chuck	卡盘
girth	周长
stamp	邮票
pornographic	色情的
cloakroom	衣帽间
rapist	强奸者
caproic acid	己酸
artistic	美观
bibliography	目录学
covalent	共价的
partisan	党羽
treasure trove	宝库
sheepshank	缩结
unleavened	未受激发的
Thor	索尔
skirmish	小冲突
simple interest	单利
wristwatch	手表
restitute	复原
textbook	教科书
fuck	操
aorta	主动脉
doctrine	教条
groom	新郎
vandalise	摧残
sot	醉鬼
stagger	跚
instance	实例
judiciary	司法制度
object-oriented programming	面向对象程序设计
comestible	食物
commingle	混合
Laos	老挝
sear	枯萎的
resistivity	电阻系数
Rosicrucianism	玫瑰十字会
cobra	眼镜蛇
diaper	尿布
altogether	总
Maya	玛雅人
turning point	转折点
lassie	姑娘
surround	包围
slush	淖
turn off	关
trust deed	信托书
compulsion	强制
legislator	立法者
insidiously	有害地
caliphate	哈里发国
outvote	以票数胜过
victor	胜利者
vestryman	教区委员
perchloric acid	高氯酸
post chaise	驿马车
strabismus	斜视
chastity	纯洁
feng shui	风水
humanity	人类
perfectly	淋
Monday	星期一
assessor	估税员
archiepiscopal	大主教的
hardhearted	无情的
canvasback	帆背潜鸭
endogenous	内生的
hieroglyph	象形文字
paling	围篱
Titania	天卫三
eardrop	耳坠
Mindanao	棉兰老岛
declivity	陁
hypothalamic	下丘脑
explicate	解释
Juneau	朱诺
gimel	希伯来文第三个字母
indicative mood	直陈语气
New Delhi	新德里
Albuquerque	美国新墨西哥州中部大城
enquiry	询问
yard	码
handicap	障碍
foundation	基础
pick	摘
speeding	骎
homeostasis	体内平衡
bifoliate	双叶的
sensibly	容易感知地
peal	隆隆声
helplessness	无助
sheatfish	鲇
matriarchy	女家长制
merriment	欢喜
catacomb	地下墓穴
spoonerism	首音误置
cauliflower	花椰菜
member	成员
crimson	深红色
brine	盐水
ride	骑
stone	石
plumb	铅锤
incidence	入射
centrifugal	离心的
blend	混
vulpine	狐狸的
Lombardy	伦巴第
blastocyst	胚泡
getting	获取
hospice	收容所
murderess	女杀手
proliferation	增殖
complex number	复数
Antabuse	戒酒硫
homeostatic	自我平衡的
snickersnee	短刀
receptacle	容器
off	中断
skull	头骨
roofer	盖屋顶的人
tapir	貘
contiguous	㣌
cubbyhole	文件架
eiderdown	鸭绒被
exhortation	劝告
mire	泥
orate	演说
quantify	表示份量
racecourse	跑马场
loan shark	高利贷
heptagon	七边形
Elector	选帝侯
oleic acid	油酸
aurora borealis	北极光
search	搜索
air force	空军
think	想
pedestal	台座
malady	疾病
shell	壳
disorganized	扰乱
distraint	扣押
blackmailer	勒索者
co-ed	女学生
collaborator	合作者
floppy disk	软盘
price list	价目表
coffee break	工间休息
labyrinth	迷宫
nursemaid	育婴女佣
chondroma	软骨瘤
Nip	尼普聚氯乙烯长丝
minium	铅丹
nihilism	虚无主义
settler	殖民者
impolite	无礼的
bottle bank	盦
cross examine	盘诘
billy goat	公山羊
plucky	有勇气的
amendment	修正案
brainwash	洗脑
priapism	阴茎异常勃起
common dolphin	短喙真海豚
Confederate States of America	美利坚联盟国
steam turbine	汽轮机
long jump	跳远
acyl halide	酰基卤
homocyclic	同素环状的
topgallant	上桅
amelioration	改进
clout	破布
difficult	难
profusion	充沛
sum up	算
accomplished	完成的
jet stream	高空急流
swig	痛饮
skullcap	无边便帽
well-intentioned	好意的
furcula	叉骨
linalool	芳樟醇
pascal	帕斯卡
puppeteer	操纵傀儡
smattering	皮毛
sweetie	情人
lisp	𠳶
cleanup	清除
matchmaker	媒人
vamp	鞋面
brilliant	明
embolism	栓塞
mineshaft	矿井
bet	打赌
falter	趑
albatross	信天翁
shotgun	猎枪
zoom	縮放
alarmist	杞人忧天者
astounded	愕
obsession	迷住
trill	颤音
Capitol Hill	美国国会大厦
Mesolithic	中石器时代
wight	人类
luminous energy	发光能量
jump rope	跳绳
irredentism	领土收复主义
muss	弄脏
slave	奴隶
tap	龙头
molest	干扰
mania	躁狂症
higgledy-piggledy	杂乱
blatant	喧嚣的
MP	MP
monopsony	买主独家垄断
steamer	轮船
axiomatic	自明的
kopek	戈比
interpretable	可说明的
metformin	二甲双胍
teal	水鸭
spinner	微调控制项
mil	千分之一寸
testosterone	睾酮
quarto	四开
Azerbaijan	阿塞拜疆
threesome	三人一组
bumpkin	乡下人
silence	沉默
riches	财
wit	智力
access code	访问代码
commercialization	商业化
MB	兆字节
rumination	反刍
rubbery	橡胶似的
electrum	琥珀金
heretic	异教徒
inadequately	不适当地
ornithopter	扑翼机
pellagra	糙皮病
Egyptology	埃及古物学
cottage cheese	农家干酪
bourgeoisie	资产阶级
billfold	皮夹
Albion	英格兰的雅称
paries	壁
sit down	坐
gore	淤血
mime	笑剧
for the time being	暂时
bonsai	盆景
dictatorship	专政
Zaria	扎里亚
conversant	亲近的
eve	前夕
overnice	过于吹毛求疵的
heretofore	迄今
remind	提醒
cowboy hat	牛仔帽
superstructure	上层建筑
anther	花药
House of Commons	下议院
stenography	速记
court card	人头牌
adjudge	判决
fare	车费
sacrifice	牺牲
marigold	万寿菊
eon	永世
