covenant	ஒப்பந்தம்
pick up	அழைத்துவா
melting	விதவை
splatter	சிதறடி
analyse	கூறுபடுத்து-தல்
asphyxia	முட்டுமூச்சுவாங்குகை
Hakka	ஹொங்கொங்
Malachi	மல்கியா
auspices	ஆதரவு
direction	திசை
assortment	வகை
ram	இடி
discord	மாறுபாடு
Oriya	ஒரியா
lavatory	குளியல் அறை
dearness	அருமை
chemist	மருந்தகம்
dereliction	கவனக்குறைவு
debit	பற்று எழுது
immigrate	வந்து குடியேறு
maybe	ஒருவேலை
tablecloth	மேசை விரிப்பு
detonate	வெடிக்கச்செய்
vouchsafe	அருளுதல்
joule	ஜூல்
sesame oil	தைலம்
scythe	ஓரளவு சுகவீனமாய்
Aleut	அலூட்
have	இரு
league	கழகம்
develop	வளர்
condemn	கண்டனம் செய்
granary	தானியம் சேமித்து வைக்கும் இடம்
adult	வயது வந்தோர்
ring	மோதிரம்
dawn	வைகறை
untie	அவிழ்
chimpanzee	வாலில்லாப் பெரிய குரங்கு
cancellation	பணி நீக்கம்
devour	விழுங்கு
logic	ஏரணம்
dullard	மூடன்
petrol	ரோந்து
rag	கந்தல் துணி
speak	பேசு
textual	உரைசார்
fluctuate	மாறு
Danube	தன்யூப்
ossify	கட்டியாகு
skimp	சிக்கனமாக இரு
ingratitude	அவிசுவாசம்
mollusc	கிளிஞ்சில்
dialect	தேசிகம்
vanguard	நிரைச்சல்
testicle	விரை
stimulate	தூண்டு
axis	அச்சு
chat	அரட்டை
destiny	தலைவிதி
provision	தீனி போடு
stand up	நிறுத்து
betray	கைவிடு
sustenance	உணவு
despise	வெறு
discourage	தடு
undertake	ஏற்றுக்கொள்
staff	கழி
sloth	அசையாக்கரடி
essayist	கட்டுரையாளர்
decipher	வெளிப்படுத்து
holy	தெய்வீகமான
mane	பிடரி
redundancy	மிகைமை
sisterhood	சகோதரிகள்
liberalize	தளர்த்து
Serbia	செர்பியா
ultramarine	அச்சநீலம்
existing	உயல்
sherbet	சரபத்து
great	சிற
lay	வை
airship	ஆகாயக் கப்பல்
consist	உள்ளடக்கு
middle finger	நடு விரல்
disrespectful	அவமரியாதை
week	வாரம்
intensity	செறிவு
fundamental	அடிப்படையாக இரு
herbivorous	தாவர உணவு உண்ணி
inorganic chemistry	அசேதன இரசாயனவியல்
prevention	தடுப்பு
lunar	நிலா சார்ந்த
tintinnabulation	ஒலிக்குறிப்பு
Peking	பெய்ஜிங்
Hyderabad	ஐதராபாத்
about	பற்றி
pressurize	தூண்டு
inactive	வழக்கத்தில் இல்லாமல் இரு
valueless	மதிப்பற்ற
bring in	சேர்
assault	தாக்கு
ago	முன்னே
companion	நண்பர்
annihilation	முழு அழிவு
ceiling	உத்திரம்
gall	கோபமூட்டு
blood pressure	குருதி அழுத்தம்
scope	எல்லை
discretion	விவேகம்
gear	கியர்
poised	ஆயத்தமாய் உள்ள
entice	ஆசை காட்டு
Great Bear	அர்சா மேஜர்
dinar	செர்பியா
Switzerland	சுவிஸர்லாந்து
slipperiness	ஆளி
mimosa	இந்திரியக்கொடி
decomposition	விகலனம்
Vulcan	கனடா
gust	புயல்
agriculture	விவசாயம்
tissue	மெல்லிழுப்புத்தாள்
dial	எண்சுழற்று
problem	பிரச்சனை
difficulty	சிரமம்
parallel	இணைக்கோடு
tail end	கடைக்கோடி
banker	வட்டிக் கடைக்காரன்
carve	செதுக்கு
normal	வழக்கமான
atrocity	கொடுமை
saint	துறவி
song	பாட்டு
prestigious	மதிப்புமிக்க
heroine	கதாநாயகி
kayak	ஏஸ்கிமோவினர் பாவிக்கும் படுகு
kiwi	கீவிப்பறவை
pose	மீறிநட
Renaissance	மறுமலர்ச்சிக் காலம்
salad	பச்சைக்காய்கறிக் கலவை
southwest	தென்மேற்கு
manipulate	கையாள்
break out	குரு-த்தல்
gable	குறுமாடி
erbium	எல்லிரும்பு
exhibit	காட்டு
censure	குற்றம் சாட்டு
deport	நாடுகடத்து
wallop	அடி
narration	வரலாறு
uninteresting	சுவையற்ற
kale	பரட்டைக்கீரை
life insurance	உயிர் காப்பீடு
messenger	தூதுவர்
wank	சுய இன்பம்
vegetation	தாவரம்
progression	தொடர்நிகழ்ச்சிகள்
reactor	அணு உலை
thereby	௮த்துடன்
toaster	ரொட்டி வாட்டு மின் கலம்
trade name	வர்த்தகப் பெயர்
triangular	முக்கோண வடிவிலான
umbilical cord	தொப்புள் கொடி
voltage	வோல்ட்டில் மன் இயக்கவிசையின் அளவு
coachman	சாரதி
don	போட்டுக் கொள்
guilder	டச்சு ஹுல்டென
secret	ரகசியம்
guile	வலி
there	அங்கே
antique	பண்டைய காலப் பொருள்
sing	பாடு
prefer	விரும்பு
steal	திருடு
crawl	ஊர்தல்
notation	குறியீடு
dawdle	பொழுதுபோக்கு
peduncle	தண்டு
straight line	நேர் கோடு
titillate	ஆசை காட்டு
vindicate	நிரபராதியென்று காட்டு
Hestia	ஹெஸ்டியா
French Guinea	பிரெஞ்சு கினி
industrialize	தொழில் மயமாக்கு
partake	கைம்மாறு-தல்
spanker	கோஸ்
narcissus	பேரரளி
Kuwait	குவெய்த்
topic	தலைப்பு
implement	ஏனம்
release	விடுதலை செய்
dispatch	அனுப்பு
Corsican	கார்சிகன்
gripe	நோவு
rapid	வேகமான
African	ஆபிரிக்க குடிமகன்
brandy	மது
also	கூட
denigrate	சிறுமைப்படுத்து
hex	சாபமிடு
wink	கண் சிமிட்டு
conclusive	நிச்சயமான
dining room	உணவறை
detection	விசாரணை
motto	பொன்மொழி
grit	பல்லைக் கடி
tire	படுத்து
vegetable	காய்கறி
venison	மான் இறைச்சி
commit suicide	தற்கொலை செய்துகொள்
Cologne	கோல்ன்
mind	உள்ளம்
automatic	தானியங்கு
backup	பாதுகாப்பு
window	சாளரம்
adventurer	தீரர்
demerit	குறை
