explanation	maelezo
hadith	hadithi
sit down	-kaa kitako
cop	polisi
caress	-bembeleza
menstruate	-tumia
gull	shakwe
buzz	-vuma
bouquet	shada la maua
measurable	-kadirika
imperial	kionjamchuzi
rubidium	rubidi
wet nurse	chepechepe mlezi
courgette	boga dogo
assemble	-kusanya
cash	kitita
precede	ongoa
organizer	mbuni
February	Februari
security	usalama
left	kushoto
depend	tegemea
leprosy	ukoma
existence	uhai
babble	-bwata
cloak	joho
context	muktadha
Kamba	Kikamba
kitty	shoti
gerenuk	swala twiga
poplar	mpopla
brightness	mwangaza
air	hewa
letter	barua
only	tu
glyph	jicho
kill	kuua
gate	mlango
volcano	volkeno
zero	sifuri
witch	mchawi
bride	biarusi
boxer	bondia
fall apart	-nyonyotoka
Joseph	Yusufu
Doha	Doha
engine driver	injini dereva
ginkgo	mginko
topaz	topazi
outwit	-pemba
genie	jini
mound	kaburi
plantation	kore
doom	majaliwa
meritocracy	mapato
encampment	kambi
amplification	mkuzo
beehive	mzinga
long	-refu
ankle	kifundo cha mguu
oarlock	kileti
logbook	batli
mile	maili
conger eel	mkunga samaki
South Carolina	South Carolina
Hanoi	Hanoi
cut in	mchengo katika
numbat	numbati
refugee	mkimbizi
raiment	mavazi
need	haja
construct	kujenga
ridge	utiko
Botswana	Botswana
harm	dhara
Lima	Lima
Lyons	Lyon
inside out	upana
agitation	masuko
procession	maandamano
exchange	badili
profile	umbo
give away	kutoa
scrotum	korodani
such	hivi
extreme	dubwana
stiffen	-chuchupaa
lacerate	-papaua
Arabic	Kiarabu
basin	bakuli
quantum	kiasi
pendulum	pinduli
margarine	majarini
always	daima
suffering	kite
dangerous	-a hatari
smokestack	bomba
holiness	utakatifu
borough	manispaa
flatly	katakata
penicillin	penesilini
fennel	shamari
Tel Aviv	Tel Aviv
cranberry juice	maji ya kranberi
griffin	grifoni
logotype	chapa
infirmity	udhaifu
ironware	chuma
glossary	kamusi
change	badili
link	kiungo
rump	kiuno
attend	-hudumu
complicated	-tatanisha
lance	mkuki
albumen	ute wa yai
fluctuation	geuzi
walking stick	bakora
rabies	kalab
ford	kivuko
left-wing	ukomunisti
prodigal	mtumiaji
intervene	-ingilia kati
irresponsibility	mapuuza
Canary Islands	Visiwa vya Kanari
Miami	Miami
voice	sauti
sink	-zama
grease	mafuta
bucket	ndoo
acidity	ukali
providence	mungu
bellows	mivuo
Denmark	Denmark
depth	kina
punctuality	usahihi
inundation	gharika
officer	afisa
needs	maslahi
blot	ibura
optional	-a hiari
fugitive	mkimbizi
Academy Award	Academy Awards
political science	siaza
excite	-vuruga
whistle	filimbi
cabinet	kabati
courage	ushakii
workforce	wanaume
bring about	-leta
palm tree	mnazi
injection	sindano
pact	agano
agitator	mchochezi
actress	mchezaji
depress	-tungua
municipal	manispaa
blood brother	amini
weekend	wikendi
minimize	-hafifisha
interdependence	utegemeano
Maseru	Maseru
frogman	chura binadamu
sufficient	maridhawa
gratis	bure
breast	titi
rodent	panya
dam	bwawa
aunt	shangazi
revenue	maduhuli
Great Britain	Uingereza
dipsomania	ulevi
straighten	-nyoosha
desecrate	-najisi
shock wave	kishindo
bequeath	-halifu
tattoo	chale
devout	tawa
monastery	monasteri
mull	fikiri
filling	muhu
Hungarian	Kihungari
offspring	mwana
location	kijiji
gaffer	kiongozi
friar	ndugu
mango	embe
element	elementi
agreement	mapatano
forgive	-samehe
reflection	fikara
indulgence	rehema
sheepfold	zizi
gecko	mjusi
self-defense	ujihamu
gasoline	petroli
tilde	kiwimbi
unmarried	senge
liberalism	uhuria
mica	ulanga
hyrax	pelele
red fox	mbweha
minute	dakika
queue	mkia
savings	akiba
recoil	-nywea
seagull	shakwe
eviction	uhamisho
orange juice	maji ya machungwa
dome	kuba
odor	ladha
dally	-chezacheza
compression	kubana
psychology	saikolojia
specific	mahsusi
sixth	-a sita
bonk	puma
slop	dimbwa
Modern Greek	Kigiriki
intend	-taka
crumb	chembe
take care	-angalia
fine	faini
all at once	ghafula
must	sharti
secretly	kwa siri
scabbard	ala
algae	ugozi
lecturer	mkufunzi
maturity	upevu
frankincense	ubani
tedium	uchovu
measles	ukambi
royally	kifalme
Papuan	Mpapua
loudly	kwa sauti
stick insect	vunjajungu
prostrate	sujudu
Korean	Kikorea
look	kuangalia
limb	mguu
treaty	mkataba
prohibition	marufuku
burro	punda
telegraph	-piga simu
midriff	tumbo
garrulity	domo
freight	shehena
trade union	chama cha wafanyakazi
fracture	kivunjo
flatten	-guruta
any	yeyote
rial	Omani
basketball	mpira wa kikapu
synthesis	kusanisi
Cantonese	Macau
enema	bomba la kuingizia dawa mkunduni
immortal	asiyekufa
stopwatch	saa ya michezo
competitor	mpinzani
chocolate	chokoleti
death	kifo
semen	shahawa
time	wakati
brethren	ndugu
drum	ngoma
harbor	bandari
anxiety	wasiwasi
tailor	mshonaji
warfare	vita
amble	dalji
ark	safina
jointly	shirika
sage	mjuaji
puny	nyonge
spicy	pilipili
bow	uta
Pythagoras	Pithagoras
duly	mara nyingi
dream	ndoto
naked	uchi
get married	-fanya harusi
secretary	karani
tasteless	chapwa
youthfulness	ujana
erotic	mtiriri
pursuit	adhabu
consecutively	mtawalia
priority	kipaumbele
Polynesia	Polynesia
melting point	myeyusho kilembwa
bolt	kiwi
howl	-vuma
give	-pa
mirror	kioo
booth	kibanda
abuse	matukano
impregnate	-ringa
placate	-pendeza
suspect	-tuhumu
launch	-rusha
treacherous	hiana
overlook	-sahau
chemistry	kemia
phase	awamu
exclamation mark	alama ya mshangao
Maldives	Maldova
Qatari	Mkatari
Commonwealth of Nations	Jumuiya ya Madola
middle-aged	kati makamo
adjectival	tashbihi
tsar	czar
amnesty	makombo
April	Aprili
medicine	dawa
forename	jina
undertaking	kitendo
act	kitendo
shanty	nyumba
eddy	zungusho
stewardship	uwakala
shiver	msisimko
chastise	-adhibu
categorically	makataa
seldom	nadra
Montana	Montana
fry	-kaanga
grackle	Msumbiji
bazaar	soko
various	kadha
worker	mfanyakazi
Nile	Nile
attitude	mwelekeo
arbitration	upatanisho
captain	nahodha
cabin boy	uledi
digital computer	kompyuta
describe	-wasifu
dulcimer	santuri
fireman	mchocheaji moto
geophysics	jeofizikia
tangible	-kamatika
deadline	mpaka wa mwisho
octave	oktavo
edge	kando
resource	rasilimali
bliss	raha
help	msaada
chief	jumbe
stature	umbile
courier	mtume
seek	tafuta
superstition	ushirikina
stump	kisiki
atonement	upatanisho
stammer	-babaika
impatience	tutuo
complexity	tatizo
striped	milia
menu	menyu
awl	maharazi
italic	italiki
playing field	kiwanja cha michezo
density	densiti
useless	bure
convey	-peleka
reek	moshi
bullfrog	chura
rainy season	masika
piss	mkojo
nought	sifuri
confession	kitubio
inscription	mchoro
predict	-agua
anthropology	anthropolojia
chips	chengachenga
bureaucracy	urasimu
cloister	-tawa
vulva	uke
holmium	homi
Saint Vincent and the Grenadines	Saint Vincent na Grenadini
hemstitch	mialamu bandi
solitariness	ukiwa
drip	-dondoka
remedy	dawa
fresh	safi
virginity	bikira
manure	mbolea
deliver	-kabidhi
trollop	kahaba
opening	mfyatuko
loudspeaker	spika
ebb	kupwa
barbarity	kishenzi
congratulation	hongera
meat pie	sambusa
sexually	kimwili
fresh water	maji baridi
condensed milk	maziwa ya kopo
Sultanate of Oman	Omani
lammergeier	tumbusi mlakondoo
treacle	asali ya miwa
Athena	Athena
trombone	tromboni
conviction	imani
kitchen	jiko
spectacles	miwani
period	kipindi
of late	karibuni
listen	-sikiliza
brocade	jamdani
inconvenience	taabu
jetsam	kizamaji
wedding	harusi
mealybug	kidukari sufu
thermostat	kisawazisha joto
Morocco	Moroko
Hamburg	Hamburg
suckling	amwisha
hazel	mhazeli
Cold War	vita baridi
Europa	Europa
tit	titi
front	mbele
perfect	kamili
Bissau	Bisau
hostel	hoteli
gown	gauni
origin	asili
text	matini
beginning	mwanzo
constabulary	polisi
representation	wakala
gland	tezi
dry measure	kisaga
credibility	uaminifu
unfairness	maovu
Palau	Palau
indent	jongeza ndani
aftereffect	baada ya athari
geologist	mwanajiolojia
Englishman	Mwingereza
hurt	-uma
pastern	jani
hot	joto
citizen	mwananchi
barb	mwiba
yonder	kule
dispensation	ruhusa
shirt	shati
tumor	tutu
opposition	ubishi
debt	deni
definition	ufafanuzi
preach	-hubiri
clap	kofi
professionally	kwa shughuli
hairdresser	kinyozi
quotient	hisa
militia	mwanamgambo
Middle Ages	Zama za Kati
Tasmania	Tasmania
Joel	Yoeli
Nahum	Nahumu
acknowledge	-kubali
chairperson	kinara
destitute	maskini
victim	mteswa
trip	safari
stand	-simama
headlong	kipindupindu
participate	shime
melancholy	soda
symmetrical	linganifu
kudu	tandala
column	nguzo
hunting	uwindaji
dirtiness	uchafu
californium	kalifoni
magic trick	kiini macho
microbiology	mikrobiolojia
indigo	nili
California	California
Heracles	Herakle
face	uso
center	katikati
drinkable	kinywaji
flashlight	kurunzi
capacity	kadiri
net	wavu
vaccine	chanjo
propaganda	tangazo
circumference	mduara
tepid	-vuguvugu
axle	ekseli
tape	kigwe
scimitar	kitara
exorcism	komoo
exemption	buraa
hostile	shindani
married	kuolewa
costume	vazi
chow	chakula
certification	cheti
machine	mashine
police department	polisi
paunch	tumbo
Bath	Uingereza
abortion	kuharibu mimba
defalcate	-badhiri
trespass	-ruka
effect	athari
lop	-pogoa
schooner	barakinya
full stop	majira
deflower	-bikiri
hearts	makopa
aardwolf	fisi mdogo
Ireland	Ayalandi
stepchild	mtoto wa kambo
meeting	mkutano
gossip	upuzi
grandmother	bibi
couch	kochi
harbour	bandari
lobster	kamba
rice	mchele
indecision	wayowayo
hurdle	kipingo
arabesque	mchorochoro
importantly	adhimu
chooser	mchaguzi
brig	barakinya
quilt	mfarishi
blacksmith	mhunzi
in secret	kifichoficho
Arctic Ocean	Bahari ya Artiki
sapling	fido
frenzy	hamkani
hepatitis	hepatitis
articulated lorry	lori linalobeba mizigo
law	sheria
pause	kituo
era	tarikhi
preference	pendekezo
rotation	pangilio
lath	ufito
isolation	utengano
sitting room	sebule
divine	-agua
snarl	-gwafua
possible	yamkini
fishery	mvuo
turn down	-katalia
probe	chocha
chip	chenga
squeal	kupiga kilele
insect	mdudu
blockhead	mjinga
dependent	mtoto
squat	kuchuchumaa
amber	kaharabu
oftentimes	mara nyingi
Yerevan	Yerevan
recreation	burudisho
rising	uchomozi
immigration	uhamiaji
hafnium	hafni
Roman Catholic	kikatoliki
fax	kipepesi
nicotine	nikotini
Charlemagne	Karolo Mkuu
unmask	dhihirisha
rush	haraka
circle	mviringo
regulation	hukumu
extraordinary	zungu
crook	kigosho
physician	daktari
concealment	kificho
corn	muhindi
transcribe	-fuatisha
harp	kinubi
righteous	adili
aspirin	aspirini
exploration	uvumbuzi
reprobate	fasiki
orally	kwa kinywa
field trip	bustani ya wanyama
Oslo	Oslo
distill	takasa
shake hands	kupeana mikono
shut	-fumba
Republic of the Congo	Jamhuri ya Kongo
garden	bustani
abject	dhila
course	mwendo
craftiness	ujanja
religiously	sikuzote
secrecy	faragha
coax	-bemba
revamp	-inua
streetwalker	kahaba
ward off	-kinga
aloft	juujuu
armlet	kikuku
steam bath	buhuri
Secretary General	Katibu Mkuu
latitude	latitudo
drinking water	maji ya kunywa
haggle	-shika bei
rainy	-a mvua
Northern Mariana Islands	Visiwa vya Mariana vya Kaskazini
sleepy	sinzia
word processor	kichakata matini
software	programu
Scots Gaelic	kiskotlandi
rear	nyuma
hint	dokezo
dollar	dola
however	lakini
barrister	wakili
syrup	asali
myth	hadithi
saw	msumeno
accuracy	usahihi
two-sided	kuwili
designate	-ota
molding	zinara
corrosion	kilaji
node	kipingili
quorum	kiwango
woofer	spika
thresh	-pura
shrew	kirukanjia
sausage	soseji
prurient	kware
teardrop	chozi
sparrow	kidosho
piccolo	filimbi ndogo
worthless	ovyo
wail	kite
defect	ila
bit	kipande
sister	dada
sentry	mngoja
unrest	masuko
hag	mchawi
elect	-chagua
flex	-nyumbua
cosmonaut	mwanaanga
bookshop	duka la vitabu
dike	lambo
morphology	mofolojia
vampire	mumiani
kimono	kimono
fool	mjinga
abundance	wingi
leopardess	chui
clarinet	nzumari
taboo	mwiko
travel	safiri
Germany	Ujerumani
device	kifaa
exponent	kipeo
sponsor	mdhamini
significantly	muhimu
espionage	upelelezi
tether	kamba
inflict	-pasisha
policewoman	afisa
cordial	kunjufu
drug addict	mvuta bangi
invest	-tega uchumi
jade	rangi ya yakuti kijani
quality	jinsi
potable	kinywaji
charcoal	kaa
coif	kofia
welt	lengelenge
dodge	-piga chenga
mast	mlingoti
uncultivated	kame
spaceman	mwanaanga
sensible	elekevu
infrastructure	muundombinu
thesis	tasnifu
last name	Obama
bassoon	basuni
pizza	piza
Bengali	kibengali
wealthy	tajiri
fill up	-ongeza
deviant	kombo
earn	-chuma
bride price	mali
handball	mpira
fleshly	mifugo
correspond	-afiki
censer	chetezo
chariot	gari
Dominica	Dominika
hell	jahanum
Dead Sea	Bahari ya Chumvi
fine arts	bora mfumo
printing	chapa
atmosphere	hewa
question	swali
squelch	kuua
roadway	njia
conduct	-peleka
migrate	kuhama
often	mara nyingi
ruse	ubaramaki
tambour	ngoma
equally	sawasawa
doze	-ota
cheer up	-changamsha
rebel	halifu
explosion	mlipuko
celestial body	sayari
refined	murua
neat	nadhifu
epithet	wasifu
pilgrim	hamiji
proctor	mwangalizi
icon	ikoni
passion fruit	pasheni
volt	volti
spruce	msprusi
township	kijiji
envelope	bahasha
experience	uzoefu
tiller	kana
ovation	shangwe
trinket	kishaufu
racialism	ubaguzi wa rangi
pointer	akarabu
fishing rod	mshipi
China	China
uncertain	geugeu
cadaverous	a huzuni
kick out	mchocheo nje
Oct	Okt
curved	kuchongwa
Nisan	Nisani
midnight	usiku wa manane
name	jina
palm	kiganja
carnival	soko
shortness	ufupi
garb	nguo
marry	kuoa
ink	wino
alternate	-pokezana
profound	-refu
sentinel	mtetezi
Hindu	banyani
limestone	mawe ya chokaa
lunch	chakula cha mchana
envisage	kuona
khat	miraa
hose	mpira wa maji
Adriatic Sea	Adria
stepdaughter	mwana wa kambo
joyride	furaha rakibu
instructor	mwalimu
range	masafa
legality	haki
recover	-poa
betrayal	uchongelezi
meander	-betabeta
burial	maziko
remittance	shehena
bury	-zika
protractor	kipimapembe
apron	aproni
balance of trade	hesabu ya biashara
Scot	Mskoti
provender	mlo
region	sehemu
steadfast	thabiti
reaction	mmenyuko
pebble	kokoto
nearly	karibu
rend	-papura
chin	kidevu
sweater	sweta
candidate	mgombea
misunderstanding	mgogoro
domain	kikoa
amputate	-butua
tsunami	tsunami
tourism	utalii
skid	pinduka
Rotterdam	Rotterdam
request	maombi
expiry	kifo
zodiac	simba
Cancer	kaa
mason	mwashi
tremble	tetemeka
verge	ukingo
operate	-endesha
perfume	marashi
founder	-tota
parenthesis	kifungo
gambling	kamare
prayer mat	msala
grandchild	mjukuu
dictator	dikteta
ancestral	-a kiasili
tipple	kunywa
Stephen	Stefano
yes-no question	ndiyo-hakuna swali
blowfish	aina ya samaki
White Russian	Kibelorusia
beggar	mwombaji
decrease	mbanduko
ABC	alfabeti
close	funga
bite	-uma
beer	bia
besom	ufagio
waste	-badhiri
surf	papo
pod	chunga
recollect	kumbuka
lorry	lori
immersion	mpepea
bulletin	taarifa
gum	ambo
lapwing	doe
bat	popo
Alpha Centauri	Alpha Centauri
Occitan	Kiositani
post	nguzo
perissodactyl	punda milia
cost	gharama
gold	dhahabu
kiosk	kibanda
resident	mwenyeji
offset	mwendo
utilise	tumia
wick	utambi
power of attorney	wakala
badinage	soga
semicircle	kizio
firework	fataki
Buddhism	Ubudha
ring finger	kidole cha kati ya kando
Manchuria	Manchuria
keep track	fuatilia
baleen whale	nyangumi mwenye mfupanyangumi
gall bladder	mfuko wa nyongo
collapse	-shuka
demote	-uzulu
worktable	dawati
useful	faida
activity	harakati
total	jumla
rabbit	sungura
radio	redio
sprat	simu
Arabia	Manga
boring	upekecho
opportunist	barakala
pale	safura
pendant	kishaufu
memorial	kumbusho
waiting	kusudio
monarch	sultani
flop	-kweta
scared	kuogopa
four-in-hand	aroba katika mkono
sneak	sakubimbi
menstruation	hedhi
handle	mkono
July	Julai
attic	dari
remain	-kaa
bronchitis	mafua
richness	unono
TV	televisheni
platoon	kikosi
repentance	kitubio
kiss	busu
myriad	lukuki
Kuala Lumpur	Kuala Lumpur
ragout	raguu
wolfsbane	sumu ya mbwa-mwitu
fan	kipepeo
grandma	babu
know	-jua
Bamako	Bamako
quiet	kimya
citrus	ndimu
suit	-faa
T-shirt	kifulana
cocaine	theluji
swab	usufi
envy	husuda
concussion	mleo
secretariat	uendeshaji
abashment	aibu
sever	gawa
Uruguayan	Murugwai
lymph node	ngai
Kaunas	Kaunas
ayatollah	ayatollah
char	-unguza
dry season	kiangazi
bellwether	kiongozi
rain	mvua
balsa	mti
hut	kibanda
accurately	kikamilifu
prison	jela
blame	lawama
deep water	kilindi
seduce	-tongoza
divert	-bekua
religious order	utawa
plea	teto
renown	umaarufu
Pleiades	kilimia
unification	mwungamano
bylaw	sharti (la chama)
emoticon	kikaragosi
mink	minki
dandy	malidadi
bad	-baya
month	mwezi
work	kazi
nephew	mpwa
conversion	wongofu
staunch	hodari
Lucifer	Ibilisi
pastry	tendeti
future	mustakabali
hovel	kibanda
contaminate	-najisi
bounty	utajiri
sociability	udamisi
designer	mtungaji
paucity	uchache
catalyst	pinduli
wildcat	kala
sepia	wino wa ngisi
tea leaf	jani la chai
brimstone	kibiriti
straightedge	ukingo mnyofu
Nahuatl	Kinahuatl
arithmetic	hesabu
size	ukubwa
yacht	mashua
wilt	-fifia
uncork	-zibua
intermediary	walanguzi
dockyard	furutile
pangolin	loma
Botswanan	Mbotswana
Cameroonian	Mkameruni
Liberian	Mliberia
totem	tambiko
Scandinavia	Skandinavia
Tehran	Tehran
chloroplast	chembeumbijani
giant anteater	mhanga mkubwa
videotape	kideo
sort	namna
dive	mbizi
alcohol	ulevi
bough	tanzu
potbelly	tumbo
stupidly	upeo
click	-alika
hide	ficha
rarity	kiroja
lemma	kidahizo
bloodshed	chinjo
scoop up	chota
electric current	mkondo wa umeme
lawful	halali
bootlicker	kibaraka
spitter	mtemi
political scientist	mwanasiasa
Malaysian	Mmalesia
Afghan	Mwafugani
nonagon	pembetisa
rambutan	shokishoki
box office	bweta afisi
Titan	Titani
Mohawk	Kimohoki
stroke	bakora
backwards	kinyume
want	taka
spoil	haribu
arrange	panga
cricket	nyenje
ewe	kondoo
example	mfano
carrier	mpagazi
dessert	tamu
defendant	mshtakiwa
disconcert	-sumbua
courteous	taadabu
eventuality	yamkini
tuition	masomo ya ziada
nibble	-tafuna
almighty	jabari
shriek	ukwenzi
Jainism	Kisanskrit
conclusion	hatima
ampersand	ampasendi
pitch	lami
carbon	kaboni
digit	kidole
wean	-achisha
compare	-linganisha
mow	-fyeka
observation	mtazamo
captive	mfungwa
rabbi	kahini
hemorrhoid	kikundu
fix up	kita juu
Daniel	Danieli
Icelandic	Kiaislandi
levy	chango
firmament	mbingu
school	shule
talisman	talasimu
snail	konokono
go to bed	-enda kitandani
simultaneously	sululu
honeycomb	sega
stranger	mgeni
pallor	weupe
toy	kibaramwezi
little finger	kidole cha mwisho
angular	kipembe
lunar eclipse	mwezi umepatwa
Praia	Praia
default	chaguo-msingi
character set	seti kibambo
freezing point	ganda kilembwa
nativity	zaliw
embellish	-pamba
dullness	uhayawani
raise	-inua
midge	mbu
shawl	kashida
Sanaa	Sanaʼa
velocity	velositi
impulse	mchocheo
substitute	badala
authenticity	uthubutu
dappled	madoadoa
cardamom	iliki
liquefy	-yeyuka
edition	toleo
masturbate	-jipua
Samoan	Msamoa
transitional	-a mpito
truss	turusi
Taos	Wataosi
pine nut	njugu ya msonobari
Farsi	Kiajemi
bitterness	uchungu
donation	mchango
naphtha	mafuta
prayer	sala
on	katika
fisherman	mvuvi
Tunis	Tunis
perseverance	udumu
fingerprint	finyo
intrude	-ingilia
accretion	ukoga
precaution	matayarisho
approximation	makisio
unplug	-zibua
gleeful	chale
helmsman	rubani
cockcrow	wiko
Beninese	Mbenini
front door	mbele mlango
rand	randi
punt	kupiga pondo
detach	-ungua
deer	kulungu
crest	shungi
rather	bali
Africa	Afrika
undergird	chini
restaurant	mkahawa
bunny	kisungura
reel	kibiringo
satchel	pochi
aperture	kipenyo
spokesman	msemaji
lantern	fanusi
calculator	kikokotoo
Oman	Omani
rattlesnake	kayamba joka
tribute	hongo
uncle	mjomba
thought	wazo
blade	bapa
priest	kasisi
variable	mbalimbali
feeler	mnyiri
security guard	mlinzi
tummy	tumbo
anklet	kikuku
infatuation	ghururi
hawker	bazazi
deceased	marehemu
jealously	kijicho
Cambodia	Kambodia
monthly	kila mwezi
exorcise	-zingua
diesel	dizeli
superhuman	-a binadamu wa ajabu
sushi	sushi
Finnish	Kifinishi
ending	mwisho
institution	taasisi
splinter	kipande
creature	kiumbe
ship	meli
poem	shairi
rare	ghali
peppermint	peremende
impudence	ujuvi
challenge	-chocheleza
banishment	uhamisho
confused	msonge
pecker	gogota
dealer	bazazi
deprive	-nyima
military service	uaskari
cerium	seri
quick-tempered	chapuchapu hamaki
Statue of Liberty	sanamu ya Uhuru
Chechen	Kichechenia
Tatar	Kitatari
plan	mpango
comrade	ndugu
navel	kitovu
acquaintance	mwenzi
irregularity	chafuko
moderate	-a kadiri
intense	-kali
cassava	muhogo
counsel	shauri
likelihood	nala
clown	kinyago
pervert	-potoa
theoretical	maandishi
surplus	ziada
delirium	payo
biodiversity	bioanuai
adherence	wambiso
knockout	pigo la ushindi
green	kijani
Dushanbe	Dushanbe
impudent	tundu
Sotho	Kisotho
sport	spoti
fling	-vurumisha
blackboard	ubao
chalkboard	ubao
evident	dhahiri
alignment	usawanisho
distributor	mwenezi
beryllium	berili
badge	nishani
poppy	rangi ya mipopi
paintbrush	brashi ya kupaka rangi
procurer	kuwadi
South Korea	Korea Kusini
square	mraba
Castilian	Kihispania
supervisor	msimamizi
gradually	kidogo kidogo
systematically	taratibu
data	data
parting	agano
loins	kiuno
arouse	-zindua
canon	kanuni
prompter	mnongʼonezi
rectum	mjiko
cooked	-bivu
cottager	lozi
Singaporean	Msingapoo
Tagalog	kitagalog
young	dogo
pilot	rubani
solution	suluhu
dye	rangi
recruit	kurutu
contour	mzunguko
apostasy	ukengefu
folding	kipindo
baseball field	almasi
oath	kiapo
cypress	mvinje
metre	mita
princess	kibibi
harvester	mvuni
Czechoslovakian	Cheki
Maldivian	Mmaldova
Burundian	Mrundi
