adjudicate	mengadili
also	juga
denigrate	hina
release	lepaskan
dispatch	kecepatan
Cologne	Köln
Corsican	Korsika
Kuwait	Kuwait
topic	masalah
motto	mata uang
grit	pasir
wink	tutup
brandy	arak
maze	labirin
gripe	memegang
hex	jampi
vegetable	sayur
dining room	kamar makan
detection	deteksi
summer camp	kemah
conclusive	tidak dapat disangkal
buckwheat	gandum
dianoetic	intelektual
wattage	jumlah watt
warhead	proyektil
Triton	Triton
Karakalpak	Bahasa Karakalpak
mind	pikiran
responsible	bertanggung jawab
hoot	berteriak
mammal	mamalia
British	orang inggris
atomic clock	jam atom
urinary	mengenai air kencing
dresser	lemari baju
onanism	onani
automatic	otomatis
alloy	paduan logam
adventurer	petualang
window	jendela
English Channel	Selat Inggris
bedding	selimut
turd	tahi
humiliation	penghinaan
backup	anjuran
banana split	saus
systematic	metodis
abysm	tebing curam
Nynorsk	Nynorsk
eggplant	terong
boycott	boikot
skating rink	gelanggang
immune	kebal
hypocrite	munafik
consular	konsular
demerit	cela
dialectal	cara dialektika
inalienable	tidak dapat dicabut
pharmacist	apoteker
beet sugar	bit gula
crematorium	krematorium
spirituality	kerohanian
nuclear physics	fisika inti
cur	kacukan
speed limit	batas kecepatan
Australian	Australia
flood	banjir
entertainment	hura-hura
melt	alir
usage	pemakaian
brain	otak
import	mengimpor
extract	sari
smudge	menyebarluaskan
knowledgeable	sadar
zoology	zoologi
efficient	efisien
leftovers	baki
typical	khas
napkin	serbet
emblematic	lambang
kink	keriting
gumbo	bendi
psychiatry	psikiatri
reiteration	perkataan berulang-ulang
goodwill	kemurahan hati
station wagon	station wagon
police car	mobil polisi
oil painting	lukisan cat minyak
pew	bangku gereja
diligently	secara hati-hati
circuit breaker	sirkuit
wingspan	skop
Boeotia	Boeotia
Machu Picchu	Machu Picchu
Yenisei	Sungai Yenisei
ionization	ionisasi
antigen	antigen
Manichaean	Manikhei
receive	terima
pa	ayah
discover	menemukan
conclude	meringkaskan
industrious	rajin
hamlet	kampung
associate	menghubungkan
orange	jeruk
gauze	kapas
mishap	kecelakaan
happiness	kebahagiaan
dead	mati
esteem	hormat
cleave	pecah
cab	taksi
spank	gebuk
quadrant	Kuadran
hawser	tali
unpack	bongkar
parishioner	klien
Mafia	Mafia
madrasah	madrasah
membrane	selaput
radon	radon
consonant	konsonan
gourmand	pelahap
cockchafer	tawon besar berbulu
oakum	goni
earphone	telepon telinga
positivism	paham positifisme
liverwurst	sosis mengandung cincangan hati
ravioli	perkedel daging dengan saus
theft	pencurian
water pill	diuretik
Apia	Apia
care	perduli
distribution	distribusi
Andorra	Andorra
desert	gurun
dismount	melepaskan
lexicon	kamus
grubby	tidak dicuci
inspect	teliti
theorize	mengadakan hipotesa
early	dini
original	asli
emir	amir
yowl	tempik
agenda	agenda
selfishness	ambisi
machine language	bahasa mesin
turnpike	jalan tol
typewriter	mesin tik
glade	tempat beristerahat
clove	cengkih
Zuni	Zuni
legally	dengan sah
Shawwal	syawal
germanium	germanium
unrealistic	tak realistis
sacrificial	dimaksudkan untuk menebus
nationalisation	nasionalisasi
stearin	stearin
plectrum	mandolin
lahar	lahar
sarcastically	dengan sinis
sinker	donat
sweet oil	minyak manis
Seoul	Seoul
Aurora	Aurora
Scottish Gaelic	Gaelik Skotlandia
gale	badai
awake	bangun
really	memang
beg	minta
proliferate	berkembang
mine	tambang
gauge	menghargai
enmity	dendam
agitate	hasut
dragon	naga
diffusion	penyebaran
Seychelles	Seychelles
sorbet	sorbet
Togo	Togo
Caracas	Caracas
soft drink	limun
olive	zaitun
sash	selempang
commemorative	peringatan
conjuration	sihir
snore	dengkur
wry	suram
maudlin	gundah
parking	arena parkir
laudable	patut dipuji
seminary	seminari
Malabo	Malabo
inaccurately	dengan tidak tepat
oomph	dinamisme
dryad	Dryad
humour	humor
commune	komune
heartbeat	denyut jantung
require	perlu
excessively	sangat
bean	kacang
satiate	makan
disembowel	meretas
skirt	rok
cataplasm	pupuk
missile	senjata
sweet potato	ubi jalar
Jewish	Yahudi
boundary	perbatasan
junction	hubungan
calling	sahut
irrevocable	tidak dapat dibatalkan
bloodstream	sirkulasi
toothbrush	sikat gigi
dub	memanggil
Calais	kari
unconscious	pingsan
virus	virus
dyspepsia	mulas
artlessness	kenaifan
James	Yakobus
dirigible	dapat dilayari
gastronomic	hal memasak dan makan enak
deformation	peliukan tubuh
seismogram	seismogram
caveman	penghuni gua
Ebro	Ebro
nitroglycerine	nitrogliserin
wet dream	mimpi basah
squeegee	squeegee
state	negara
blunder	kekeliruan
chord	kor
cabbage	kubis
sail	layar
vocal	vokal
establish	membuktikan
booking	pesanan
presidential	presiden
weapon of mass destruction	senjata pemusnah massal
condense	suling
cadaver	bangkai
reiterate	kumat
balance	neraca
shallow	dangkal
citation	kutipan
microwave oven	oven gelombang mikro
hyperlink	pranala
radiator	radiator
theological	teologi
manacle	borgol
field hockey	hoki lapangan
teller	pemegang kas
racer	burung merpati pos
coolie	kuli
arbiter	pemisah
permanence	ketetapan
mathematics	matematika
aftershock	gempa susulan
hem	mengesom
pessary	diafragma
perquisite	prerogatif
Ontario	Ontario
Kalinin	Kalinin
inferiority	inferioritas
Nepali	Nepali
barnacle	kepah
soft palate	berbicara
try	coba
dissent	berlainan
patois	dialek
spiritualist	dukun
thunderbolt	kilat
genocide	genosida
perfective	sudah
locomotive	lokomotif
horizontally	masuk
problematic	payah
narrative	ceritera
husbandry	pertanian
introduction	pengenalan
police	polisi
soap	sabun
in the first place	pertama-tama
blackjack	memeras
artery	arteri
photographer	tukang-portret
drummer	tambur
vegetarianism	vegetarian
continual	sentiasa
weld	mengelas
decalitre	dekaliter
automaton	robot
tuxedo	pakaian resmi malam pria
Rio de Janeiro	Rio de Janeiro
Aleppo	Aleppo
gastric juice	asam lambung
Melpomene	Melpomene
fitting	pantas
descendant	keturunan
worship	sembah
Kingdom of Denmark	Kerajaan Denmark
shortcoming	dosa
ask	minta
in-law	ipar
path	jalan
plant	tanam
feign	mengira
French Polynesia	Polinesia Prancis
solitary	sendiri
Sweden	Swedia
untruthfulness	dusta
step by step	secara bertahap
elementary school	sekolah dasar
corporal	kopral
clergy	pendeta
nib	cotok
cocksure	terlalu percaya
attainable	terjangkau
bedraggle	basah kuyup
gamma radiation	sinar gama
bank card	kartu kredit
battering ram	balok penggempur benteng
lathe	mesin bubut
wavelength	panjang gelombang
ethnographic	etnografi
Boolean logic	Aljabar Boolean
Ecclesiastes	Pengkhotbah
cos	cos
hammerhead shark	hiu martil
belief	kepercayaan
militant	agresif
fortune	untung
bulky	besar
human race	manusia
Haitian Creole	Haiti
estimation	ide
execration	kebencian
zebra	zebra
dispute	bertengkar
Mary	Maria
hoodlum	penjahat
unordered	rancu
derelict	tinggal
emphasis	aksen
unguent	balsem
stairway	tangga
elongated	membujur
galvanize	merangsang
tamp	membungkus
anthropomorphic	anthropomorphis
addictive	menyebabkan kecanduan
footrest	pijakan kaki
misogyny	kebencian terhadap wanita
Indianapolis	Indianapolis
congressman	anggota kongres
boldly	dengan berani
catalyze	mengkatalisasi
intermittent	terputus-putus
tussock	serumpun
cell membrane	membran
computational linguistics	linguistik komputasi
compiler	kompilator
Ottoman Empire	Kesultanan Utsmaniyah
zirconia	zirkonium oksida
Krebs cycle	Siklus Krebs
substantial	agung
skill	keahlian
liberated	lepas
ancient	kuno
talon	kuku
passable	cukup
zeal	semangat
unprocessed	hijau
ratio	laju
rib	tulang rusuk
puzzle	teka-teki
dedicate	melakukan
tote	membawa
butcher	jagal
tuner	tukang setem
untimely	dini
earwax	kotoran telinga
ragbag	campuran
gambol	permainan
stopcock	keran
fir	cemara
stack up	menumpuk
revolutionary	revolusioner
perforated	berlubang
supportable	dapat tertahankan
monophonic	berkenaan dengan satu kuping
godfather	orang tua baptis
gerbil	sejenis tikus
amphetamine	amfetamin
dominoes	domino
quantum physics	mekanika kuantum
raisin	kismis
betroth	menyunting
corned beef	daging kornet
Essen	Essen
bilabial	bilabial
Tlingit	Tlingit
grapheme	aksara
queer	banci
mean	berarti
ascent	pendakian
break	pecah
learned	arif
radiance	cahaya
paint	cat
Pisces	Pisces
placard	plakat
weep	menangis
zone	zona
barbecue	bakar
dilute	mengencerkan
meow	meong
Missouri	Missouri
establishment	perusahaan
linkage	hubungan
temperate	bebas dari minuman keras
Elysian Fields	surga
judo	judo
watercourse	terusan
classic	klasik
file cabinet	lemari kartu
baseline	garis dasar
cinematography	pelaksanaan
aerobiosis	aerob
ablution	bersuci
carbon copy	salinan
Ezekiel	Yehezkiel
Bermuda Triangle	Bermuda Triangle
Shiraz	Shiraz
Olympia	Olympia
Theravada	Buddha Theravada
laminar flow	lamina
feldspar	felspar
Mandarin	bahasa Mandarin
generously	banyak
measure	ukur
rescue	menyelamatkan
rapidity	kecepatan
countryside	desa
El Salvador	El Salvador
molar	geraham
small	kecil
Geneva	Jenewa
longing	rindu
Virgin Mary	Mariam
abstract	abstrak
propitiate	menenangkan
sodium	natrium
heedful	sadar
tablespoon	irus
mixture	campuran
negotiate	bahas
ordinarily	biasanya
in vain	percuma
renowned	terkenal
larva	jentik
caviar	telur terubuk
allergic	sangat perasa
matrimony	kesatuan
yolk	kuning telur
inorganic	tidak tersusun teratur
zesty	penuh semangat
indomitable	tidak dapat dikuasai
punter	atasan
headset	telepon telinga
hygrometer	higrometer
ego	keangkuhan
Carthage	Kartago
electric charge	cas
crankshaft	poros engkol
Cain	Cain
neurosis	neurosis
birthday cake	kue ulang tahun
imperil	ancaman
office	kantor
prudence	bijaksana
plane	pesawat terbang
rigidly	dengan teguh
trivial	kecil
outsider	luar biasa
swallow	menelan
inflame	membakar
delicious	enak
plummet	anjlog
onus	harus dibuktikan
cartilaginous	liat
straw	jerami
docudrama	film dokumenter
necropsy	autopsi
crevice	celah
pasta	pasta
impurity	mala
sensory	perasa
godchild	anak baptis wanita
kilowatt	kilowat
diving	olah raga menyelam
aerodynamics	aerodinamika
Vaduz	Vaduz
bridesmaid	pengiring pengantin
paradisaical	firdausi
camisole	anak baju
Demeter	Demeter
caddie	kadi
treetop	silara
exhalation	ekspirasi
rosemary	rosemary
English	Inggris
kindly	baik
drubbing	balasan
go up	naik
utter	berniat
castling	istana
timer	jam
bust	dada
gloss	bubar
knight	kuda
assign	menugaskan
lend	meminjamkan
line up	mencari
deception	bohong
documentation	dokumentasi
fairness	putih
yearly	tahunan
merchant	pedagang
monument	tugu
unison	keselarasan
mutter	bergumam
disgraceful	memalukan
bona fide	sah
ski	ski
Mozambican	Mozambique
luminescent	baik untuk dipotret
snob	tinggi hati
barometer	barometer
intercom	komunikasi antar bagian
magistracy	dewan pejabat pemberlaku UU
vegetate	leyeh-leyeh
priming	primer
diethyl ether	eter
Baja California	Baja California
musk	kesturi
homer	burung merpati pos
feel	merasa
pillow	bantal
servant	hamba
pee	kencing
synthetic	sintetis
dummy	dot
footbridge	titian
rancor	kekesalan
vehemence	pemaksaan
deadpan	licik
torpedo	torpedo
avert	menjauhi
glare	perhatian
ecotourism	ekoturisme
architect	arsitek
spare part	tekstil
swash	membesar-besarkan
fecundity	kesuksesan
siege	pengepungan
teapot	teko
abnegate	melepaskan
obsessive	obsesi
modulation	modulasi
solar plexus	ulu hati
satiable	dapat dipuaskan
zoophagous	carnivorus
sebum	berminyak
raccoon	rakun
supernova	supernova
archangel	Arkhangelsk
greedily	dengan tamak
whicker	meringkik
plaice	ikan sebelah
Pompeii	Pompeii
software engineer	pemrogram
Triassic	Trias
money changer	penukar uang
rheumatology	rematologi
ablative	ablativus
discussion	diskusi
laurel wreath	bintang
Chechnya	Chechnya
Dec	Des
Gabonese	Gabon
lowering	gelagat buruk
acceptance	penerimaan
pip	benih
amass	mengumpulkan
mill	hancur
encrypt	mengira
kerosene	minyak tanah
ensnare	jerat
marketing	pemasaran
Allah	Allah
overbearing	memaksa
logical	akali
Galilee	Galilea
conciliatory	menenteramkan
upside down	terbalik
ideation	imajinasi
descriptive	grafis
oviparous	berkenaan dengan penetasan
trapezoidal	bentuk trapesium
corrosive	mengandung vitriol
seabird	burung laut
beaker	gelas piala
destroyer	kapal perusak
undergarment	pakaian dalam
seismology	seismologi
telephone directory	buku tahunan
retainer	ganjaran
mutt	kacukan
somatic cell	sel somatik
Manipur	Manipur
Titus	Titus
United States of America	Amerika Serikat
reward	imbalan
fall asleep	bermimpi
ostrich	burung unta
band	kelompok
adequately	cukup
kingdom	kerajaan
habitat	habitat
diabolical	jahat
stoppage	kancing
deprivation	kesulitan
shove	tolak
simulate	mensimulasikan
better	memperbaiki
respond	balas
Natal	Natal
growth	pertumbuhan
editorial	tajuk rencana
deferment	penundaan
abstractionist	abstrak
diadem	mahkota
nob	memukul
meatball	bakso
firstborn	anak sulung
opera glasses	teropong
infertility	mandul
braggart	keriuhan
whiten	memutih
tusk	gading
mountain climbing	pendakian
inspiring	daging berwarna merah
agglutinate	melekatkan
amine	amino
egg cell	ovum
Calgary	Calgary
Jason	Iason
Babylonian	Bangsa Babilonia
monoxide	monoksida
sharp	tajam
Belize	Belize
cool	sejuk
motorway	jalan raya
muddle	kekeliruan
cardboard	karton
outsmart	mengakali
broadcasting	menyiarkan
disease	penyakit
seashore	pantai
inert	bodoh dan lamban
wrongful	salah
all of a sudden	tiba-tiba
scribble	tulis
storage	penyimpanan
oeuvre	karya
slither	melata
respectively	masing-masing
mollycoddle	mengacaukan
dossier	kumpulan dokumen penting
weightless	tanpa bobot
gynecological	ginekologis
trencherman	pelahap
warmonger	penghasut perang
catalysis	katalisis
levee	penahan gelombang
drydock	galangan/dok kapal
meagerness	kelangkaan
barman	pelayan bar
cooper	tukang tong
musk duck	mentok
Tower of Babel	Babilon
duodenum	usus dua belas jari
Ulster	Ulster
Matterhorn	Matterhorn
cherry tree	pohon ceri
noble	bangsawan
multitude	banyak
merely	saja
yucky	jelek
illustration	contoh
violation	perkosaan
photosynthesis	fotosintesis
Haiti	Haiti
visible	kelihatan
wipe out	menghapus
scabies	kudis
stringy	kurus
tarry	lama
deaf-mute	bisu
marketplace	pasar
insurance	asuransi
transfiguration	perubahan bentuk
circumscribe	membatasi
lampshade	kap lampu
opera house	opera
preview	pratayang
sampan	sampan
spire	malai
ounce	ons
circumcision	sunat
data processing	pengolahan data
bolometer	bolometer
isthmus	daratan sempit
assonance	persamaan vokal
mayonnaise	mayones
stock market	industri sekuritas
West Bengal	Benggala Barat
drainage basin	daerah aliran sungai
Mbabane	Mbabane
Lazarus	Lazarus
place name	Pantai Baru
neglect	melalaikan
piglet	anak babi
resuscitate	bangun
garlic	bawang putih
compatible	rukun
spike	paku
syndrome	sindrom
wild	liar
maltreat	siksa
piece of cake	hal yang mudah
urge	minta
stray	sendirian
jest	banyol
capture	menangkap
consummate	memerintah
run down	menghabiskan
Bishop of Rome	paus
notepad	buku catatan
jovial	gembira
interlude	gencatan
moustache	kumis
incision	sadapan
spaghetti	spaghetti
improbable	tidak mungkin
paralysis	kelumpuhan
mangosteen	manggis
helical	coiling
sturgeon	ikan yang menghasilkan telur
gramophone	gramaphone
Jamaican	Jamaica
tenement	rumah pangsa
zeta	zeta
Lake Huron	Danau Huron
apnea	apnea
May Day	hari buruh
education	pendidikan
intention	maksud
bent	bengkok
peck	mematuk-matuk
insure	bertemu
treatment	pengobatan
wisdom tooth	gigi bungsu
nebulous	kusam/samar-samar
custom	adat
continuance	kelanjutan
pert	gembira sekali/subur
Egypt	Mesir
jacket	jas
chrysanthemum	seruni
beet	gula bit
corporation	perusahaan
hamper	halangi
monarchist	monarkis
dinner	makan malam
sawm	puasa
parochial	parokial/sempit
balustrade	tangan-tangan
favouritism	sifat pilih kasih
verily	semata-mata
edacious	buas/lapar
custard	puding
mutilation	perusakan
miniature	mini
arrowhead	mata panah
Sikhism	Sikhisme
cartographic	kartografis
dependability	keandalan
gullibility	kenaifan
tropism	tropisme
clangour	dentuman
leukorrhea	wadi
Nordic	Nordik
Taipei	Taipei
Tiber	Sungai Tiber
Walloon	Wallon
basis	dasar
apparition	hantu
match	korek api
battlefront	dahi
unresponsive	tanpa emosi
characteristic	sifat
continue	terus
rack	rak
ravish	memerkosa
commute	pulang dan pergi kerja
recuperate	sembuh
annual	tahunan
neigh	meringkik
microwave	oven
queen consort	permaisuri
assassination	pembunuhan
rosin	gondorukem
hollow out	melubangi
imprecise	tidak jitu
interstellar	antar bintang
piper	flute
rescuer	penyelamat
cubic centimeter	mililiter
morgue	rumah mayat
political party	partai politik
Yunnan	Yunnan
fjord	fyord
peritonitis	peritonitis
Hansen's disease	penyakit Hansen
America	Amerika
separate	pisah
monk	biarawan
Sunday	Minggu
give out	keluarkan
disappearance	penghilangan
gaunt	kurus
pallid	lemah
trial	godaan
fencing	anggar
cabin	pondok
colon	titik dua
Togolese	Togo
thrall	narapidana
archaeology	arkeologi
athlete	atlet
criticise	menilai
spur	pisau taji
aviation	penerbangan
stair	tangga
garland	kumpulan
ken	bidang
love child	anak luar nikah
matriculation	kedewasaan
suburb	pinggiran
dynamics	dinamika
peat	gambut
walnut	kenari
prospector	pencari
stowaway	penumpang gelap
disapproval	penolakan
colt	anak kuda
modernization	moderenisasi
cabriolet	kabriolet
geriatrics	ilmu usia lanjut
totalitarianism	otokrasi
cyclist	pengendara sepeda
eroticism	erotisisme
Cambridge	Cambridge University
Melbourne	Melbourne
catalepsy	katalepsi
Basque	Basque
Lao	Lao
fume	asap
scratch	garuk
magnanimous	ramah
bond	perjanjian
warlord	jendral
cluster	kelompok
fraternal	persaudaraan
nap	tahun
cudgel	pentung
morbid	penyakit
tingle	perasaan
voluntary	sukarela
Tallinn	Tallinn
tyrannize	menganiaya
symbolise	melukiskan
restless	gelisah
glower	memancarkan
flaunt	berpura-pura
cluck	berkokok
gray	abu-abu
dimple	lesung pipi
rocking chair	kursi goyang
rest mass	massa rihat
deceleration	perlambatan
clique	golongan kecil
leeward	tempat teduh
parachuting	terjun payung
takeoff	lepas landas
artichoke	articok
brahman	Brahman
Hobart	Hobart
Persephone	Persefone
bey	bey
mucous membrane	mukosa
so	jadi
slice	potong
driveway	jalan
Rostock	Jerman
key lime	jeruk nipis
certainty	yakin
wonderfully	kejutan
cuckold	melayang
dog days	gelombang panas
grandee	nenek
adoration	sembah
aristocrat	aristokrat
add-on	pengaya
joust	condong
restitution	ganti rugi
invariant	terus
senescence	umur
culmination	apogee
earth science	ilmu bumi
sermon	khotbah
powwow	penyihir
roving	berkelana
soprano	sopran
Yom Kippur	Yom Kippur
grey matter	otak kecerdasan
epicentre	episenter
conversationalist	orang yang pinter omong
Thermopylae	Thermopilai
Daedalus	Daedalus
apposition	aposisi
keloid	keloid
arrest warrant	perintah penangkapan
daddy	ayah
corporate	bersama
stellar	luar biasa
animate	hidup
permission	izin
abhorrence	kebencian
temptation	godaan
boner	ngaceng
tenacious	ngotot
rail	kereta api
coffer	peti
squander	membelanjakan
sweetness	keharuman
invoke	menimbulkan
up	ke atas
tune in	menempatkan
heretical	tidak menurut ajaran Kristen
