explanation	yorum
titillate	gıdıklamak
suzerain	hükümdar
galena	kukurt kur şunu
copaiba	pelesenk yağı
payola	rüşvet
industrialize	sanayileştirmek
spanker	şaplak atan kimse
tripod	sehpa
geyser	gayzer
unicycle	tekteker
Hestia	Hestia
city hall	belediye başkanlığı
Pilate	Pilatus
salmonellosis	salmonellosis
African	Afrikalı
wink	göz kırpmak
dispatch	göndermek
rapid	hızlı
topic	konu
implement	araç
brandy	rakı
conclusive	kati
buckwheat	karabuğday
denigrate	iftira etmek
also	ayrıca
release	bırakmak
guerdon	bahşiş
tire	lastik
vegetable	sebze
detection	algılama
hex	büyü
medallion	madalyon
gripe	sancılanmak
grit	kum
deployment	dağıtma
dianoetic	düşünme ile ilgili
narcissus	nergis
venison	geyik eti
public servant	görevli
maze	labirent
commit suicide	intihar etmek
winged	kanatlı
Cologne	Köln
unleaded	kursunlu
Kuwait	Kuveyt
negus	limon
motto	slogan
warhead	roket
dining room	salamanje
postposition	artlaç
faraway	uzak
Corsican	Korsikaca
Karakalpak	Karakalpakça
Triton	Triton
wattage	wattlık
British	İngiliz
mind	akıl
automatic	otomatik
alloy	alaşım
cur	it
humiliation	utandırma
hoot	bağırma
immune	bağışık
responsible	sorumlu
turd	bok
boycott	boykot
window	pencere
dresser	şifoniyer
inalienable	devrolunamaz
dialectal	diyalektik
systematic	sistematik
pharmacist	eczacı
bedding	gelembe
hydrodynamic	hidrodinamik
urinary	idrara ait
demerit	ihtar
backup	yedek
hypocrite	ikiyüzlü
onanism	istimna
consular	konsolosluk
adventurer	maceracı
spirituality	manevilik
mammal	memeli
eggplant	patlıcan
repairer	tamirci
patchwork	uydurma iş
abysm	yar
crematorium	krematoryum
nuclear physics	nükleer fizik
English Channel	Manş Denizi
skating rink	patinaj alanı
atomic clock	atom saati
import	İthalat
extract	öz
goodwill	hayırhahlık
usage	âdet
entertainment	eğlence
kink	garip
brain	beyin
flood	sel
typical	tipik
antigen	antijen
Australian	Avustralyalı
tarsal	ayak bileğine ait
melt	erimek
gumbo	bamya
efficient	hamarat
smudge	boğucu duman
wingspan	bolluk
bootjack	çizme çekeceği
napkin	peçete
creeper	emekleyen kimse
meerschaum	Eskişehir taşı
knowledgeable	farkında
diligently	gayretle
zoology	zooloji
pew	sıra
police car	polis arabası
psychiatry	psikiyatri
circuit breaker	devre kesici
emblematic	sembolik
reiteration	tekrar
kitchenette	ufak mutfak
Visigoth	Vizigot
station wagon	yük vagonu
face powder	makyaj pudrası
Yenisei	Yenisey Irmağı
Machu Picchu	Machu Picchu
Boeotia	Boeotia
oil painting	yağlı boya
ionization	iyonizasyon
nuclear winter	nükleer kış
Manichaean	Mani
conclude	bitirmek
tumulus	abide
unpack	açmak
cleave	ayırmak
consonant	ünsüz
mishap	kaza
receive	almak
ravioli	alyan usulü mantı
discover	keşfetmek
cab	araba
associate	birleştirmek
theft	hırsızlık
sainthood	azizler
pa	baba
happiness	mutluluk
dead	ölü
esteem	beğenmek
gourmand	gurme
spank	dövmek
industrious	çalışkan
quadrant	çeyrek daire
unvarnished	cilâsız
oakum	üstüpü
parishioner	devamlı müşteri
gauze	gaz bezi
membrane	zar
insidious	hain
hawser	urgan
playlet	küçuk piyes
earphone	kulaklık
cockchafer	mayısböceği
hamlet	mezra
positivism	pozitivizm
orange	portakal
radon	radon
Apia	Apia
Pyxis	Kumpas
madrasah	medrese
freeware	ücretsiz yazılım
liverwurst	ciğer salamı
Olympiad	Olimpiyat
inspect	teftiş etmek
clove	karanfil
drawl	ağır ağır konuşma
agenda	ajanda
care	bakım
turnpike	anayol
Andorra	Andorra
original	özgün
dismount	çıkarmak
desert	çöl
selfishness	bencillik
distribution	dağıtım
early	erken
plectrum	mızrap
caul	cenin zarı
polychromatic	çok renkli
typewriter	daktilo
dentition	diş bitmesi
corrigible	düzeltilebilir
emir	emir
germanium	germanyum
lexicon	sözlük
disyllable	iki heceli kelime
grubby	kirli
glade	kar kalkmış
theorize	sanmak
Seoul	Seul
yowl	ulumak
Zuni	Zuni
Aurora	Aurora
machine language	makine dili
stearin	stearin
thermal printer	ısıl yazıcı
legally	yasal olarak
unrealistic	gerçekçi olmayan
sacrificial	kefaret türünden
Shawwal	şevval
sarcastically	acı bir şekilde
sweet oil	yemeklik sıvı yağ
climatologist	klimatolog
Scottish Gaelic	İskoçça
laudable	övgüyedeğer
wry	acı
pardonable	affedilebilir
maudlin	duygusal
consonance	uyum
gauge	beğenmek
agitate	çalkalamak
mine	maden
really	gerçekten
beg	çanta
oomph	azim
sash	kuşak
gale	bora
conjuration	büyü
awake	uyandırmak
religiosity	dindarlık
enmity	düşmanlık
dragon	ejderha
soft drink	gazoz
snore	horlamak
seminary	ilâhiyat fakültesi
centaury	kantaron
dryad	orman perisi
dreamlike	rüya gibi
sorbet	şerbet
Seychelles	Seyşel Adaları
Togo	Togo
proliferate	üremek
diffusion	yayılma
olive	zeytin
Caracas	Karakas
parking	otopark
dub	adlandırmak
missile	füze
commune	avam
disembowel	bağırsaklarını çıkarmak
bean	fasulye
skirt	etek
unconscious	bilinçsiz
toothbrush	diş fırçası
junction	kavşak
deformation	çirkinleştirme
irrevocable	dönülemez
satiate	doymuş
require	gereksinmek
sectarian	geri kafalı
humour	mizah
boundary	sınır
dirigible	güdümlü yönetilebilir
dyspepsia	hazımsızlığa ait
calling	iş
cataplasm	yakı
Jewish	yahudı
nitroglycerine	nitrogliserin
private school	özel okul
artlessness	saflık
heartbeat	yürek çarpıntısı
sweet potato	tatlı patates
virus	virüs
James	Yakup
topless	üstsüz
Calais	köri
Ebro	Ebro
wet dream	ıslak rüya
caveman	mağara adamı
gastronomic	yemekle ilgili
artemisia	yavşan
establish	yerleştirmek
hem	kenar öksürmek
vocal	vokal
racer	aday
inferiority	aşağılık
chord	akor
citation	alıntı
blunder	hata
cabbage	lahana
hyperlink	bağlantı
balance	terazi
presidential	başkanlığa ait
state	devlet
booking	rezervasyon
cadaver	ceset
permanence	devamlılık
sail	yelken
homoerotic	eşcinsel
arbiter	hakem
mathematics	matematik
radiator	radyatör
teller	kasa memuru
manacle	kelepçe
weapon of mass destruction	kitle imha silahları
coolie	köle
condense	yoğunlaştırma
shallow	sığ
perquisite	maaştan ayrı gelir
honeydew	şamama
reiterate	yinelemek
Hellene	Yunanlı
Ontario	Ontario
microwave oven	mikrodalga fırın
field hockey	çim hokeyi
solar panel	güneş paneli
theological	teolojik
shofar	şofar
aftershock	artçı deprem
Nepali	Nepalce
artery	atardamar
try	denemek
continual	mütemadi
narrative	fıkra
police	polis
dissent	ayrılık
introduction	başlangıç
blackjack	bir kâğıt oyunu
in the first place	bir kere
barnacle	Bolanus
soap	sabun
patois	bozuk dil
husbandry	çiftçilik
drummer	davulcu
leathery	deri
axial	aksiyal
photographer	fotoğrafçı
locomotive	lokomotif
dicotyledonous	dikotiledon
genocide	soykırım
weld	kaynamak
lessee	kiracı
hitchhiker	otostopçu
knapweed	peygamberçiçeği
automaton	otomat
windward	rüzgâra doğru
thunderbolt	yıldırım
tuxedo	smokin
problematic	şüpheli
Aleppo	Halep
Rio de Janeiro	Rio de Janeiro
Melpomene	Melpomene
mistle thrush	ökse ardıç kuşu
vegetarianism	vejeteryenlik
decalitre	dekalitre
horizontally	genişliğinde
ask	sormak
clergy	ruhban sınıfı
shortcoming	kusur
step by step	adım adım
descendant	torun
solitary	tek
untruthfulness	asılsızlık
plant	bitki
corporal	cismen
path	yol
bestiality	canavarlık
hammerhead shark	çekiç balığı
lathe	torna
wavelength	dalga boyu
Kingdom of Denmark	Danimarka Krallığı
worship	tapınmak
noria	dönme dolap
feign	feiningly sahte olarak
French Polynesia	Fransız Polinezyası
fitting	montaj
elementary school	ilkokul
bedraggle	ıslatmak
cos	cos
Sweden	İsveç
nib	kalem
pigweed	kazayağı
cocksure	kendinden fazla emin
griffon vulture	kızıl akbaba
slaveholder	köleleri olan kimse
carbonize	kömür haline koymak
attainable	mümkün
battering ram	şahmerdan
Daphne	Dafni
ethnographic	etnografik
gamma radiation	gama ışınımı
strip poker	strip poker
hobbit	hobit
Ecclesiastes	Vaiz
bulky	iri
belief	inanç
fortune	servet
intermittent	arada kesilen
obsequious	aşırı derecede itaatli
militant	kavgacı
footrest	ayak dayayacak yer
stairway	merdiven
tamp	bastırıp sıkıştırmak
human race	beşeriyet
tussock	çalı kümesi
boldly	cesurca
catamaran	katamaran
estimation	tahmin
compiler	derleyici
emphasis	vurgu
derelict	ihmalkâr
hoodlum	kabadayı
galvanize	heyecanlandırmak
legging	getr
dispute	ihtilaf
Mary	Meryem
execration	iğrenme
anthropomorphic	insansı
wop	İtalyan
catalyze	katalize etmek
unguent	merhem
congressman	milletvekili
Ottoman Empire	Osmanlı İmparatorluğu
sumac	sumak
detrain	trenden inmek
elongated	uzunca
zebra	zebra
Haitian Creole	Haiti Dili
Indianapolis	Indianapolis
zirconia	zirkonyum dioksit
computational linguistics	doğal dil işleme
unordered	sırasız
addictive	alışkanlık yapan
dedicate	adamak
substantial	birçok
liberated	özgür
tuner	akortçu
gambol	sıçrama
rib	kaburga
butcher	kasap
amphetamine	amfetamin
puzzle	bulmaca
ancient	antik
skill	beceri
butternut	bu ağacın cevizi
zeal	heves
fir	köknar
supportable	çekilir
tote	taşıma
perforated	delikli
revolutionary	devrimci
bilabial	dudaksıl
untimely	vakitsiz
passable	geçer
ragbag	karışım
stack up	karşılaştırmak
agrimony	kızılyaprak
talon	tırnak
earwax	kulak kiri
raisin	kuru üzüm
godfather	vaftiz babası
stopcock	musluk
betroth	nişanlanmak
ratio	oran
dominoes	domino
Essen	Essen
quantum physics	kuvantum mekaniği
unprocessed	hasta görünen
gerbil	zıplayan sıçan
zone	kuşak
ablution	abdest
queer	ibne
break	kırmak
mean	cimri
placard	afiş
weep	ağlamak
learned	alim
paint	boya
radiance	parlaklık
dilute	sulandırmak
linkage	bağlama
Pisces	Balık
ascent	çıkış
barbecue	ızgara yapmak
watercourse	dere
Elysian Fields	cennet
baseline	temel
file cabinet	dosya dolabı
minus sign	eksi
establishment	oluşum
feldspar	felspat
temperate	ılık
judo	judo
identifier	tanımlayıcı
classic	klasik
carbon copy	kopya
meow	miyav
cinematography	sinematografi
Shiraz	Şiraz
Tlingit	Tlingit
Missouri	Missouri
Bermuda Triangle	Bermuda Şeytan Üçgeni
Olympia	Olimpiya
laminar flow	katmanlı akış
air-to-ground	havadan yere
camcorder	videokamera
grapheme	yazıbirim
Ezekiel	Hezekiel
ego	ego
Mandarin	Çince
abstract	özet
rapidity	acele
small	küçük
longing	özlem
negotiate	müzakere
measure	ölçmek
allergic	alerjik
punter	alıcı
inorganic	anorganik
molar	öğütücü
caviar	havyar
heedful	dikkatli
indomitable	boyun eğmez
matrimony	evlilik
in vain	boşuna
pecan	bu ağacın meyvası
Geneva	Cenevre
tablespoon	kaşık
ordinarily	devamlı olarak
El Salvador	El Salvador
rescue	kurtarmak
Cain	Kabil
mixture	karışım
Carthage	Kartaca
countryside	kır
crankshaft	krank mili
headset	kulaklık
larva	kurtçuk
zesty	leziz
renowned	meşhur
Virgin Mary	Meryem
neurosis	nevroz
chambermaid	oda hizmetçisi
spherometer	sferometre
sodium	sodyum
propitiate	yatıştırmak
yolk	yumurta sarısı
birthday cake	doğum günü pastası
hygrometer	higrometre
gas giant	gaz devi
imperil	tehlikeye düşürmek
crevice	çatlak
trivial	yavan
plummet	düşmek
office	ofis
prudence	aklıselim
inflame	alevlendirmek
swallow	kırlangıç
plane	uçak
straw	saman
recording	bant
docudrama	belgesel
rosemary	biberiye
kingbird	bir tür sinekçil
delicious	lezzetli
sensory	duyumsal
paunchy	göbekli
onus	yük
camisole	kadın iç gömleği
cartilaginous	kıkırdaklı
kilowatt	kilovat
impurity	kirlilik
tortilla	lahmacun
pasta	makarna
bridesmaid	nedime
exhalation	nefes
in common	ortaklaşa
godchild	vaftiz çocuğu
outsider	yabancı
Vaduz	Vaduz
Demeter	Demeter
aerodynamics	aerodinamik
rosehip	yabangülü
caddie	çay kutusu
moss green	yosun yeşili
English	İngilizce
assign	atamak
monument	abide
gloss	şerh
fairness	adalet
priming	ağızotu
unison	ahenk
hawthorn	alıç
go up	yükselmek
deception	aldatma
merchant	tüccar
musk	misk
pigskin	Amerikan futbol topu
knight	at
barometer	barometre
drubbing	başarısızlık
documentation	belgebilim
utter	tam
yearly	yıllık
vegetate	bitek
lend	borç vermek
bust	büst
intercom	dahili telefon
timer	deklanşör
reusable	evcilleştirilebilir
snob	fazilet
mutter	mırıltı
luminescent	fotojenik
bona fide	samimiyetle
waterworks	gözyaşı
magistracy	hakimlik
kindly	nazikçe
ischium	iskiyum
ski	kayak
chanter	şarkıcı
castling	şato
homer	tam kale koşusu
Mozambican	Mozambikli
diethyl ether	dietil eter
microsecond	saniye milyondası
siege	kuşatma
feel	hissetmek
deadpan	anlamsız
dummy	taklit manken
abnegate	feragat
avert	önlemek
archangel	baş melek
servant	hizmetçi
synthetic	sentetik
ecotourism	ekoturizm
swash	çalkantı
teapot	çaydanlık
pee	çiş
pillow	yastık
glare	kamaştırıcı ışık dargın bakış
sebum	çok yağlı
rancor	cour şiddetli kin
spare part	yedek parça
fecundity	verimlilik
zoophagous	etobur
biped	iki ayaklı
architect	mimar
whicker	kişnemek
modulation	modülasyon
torpedo	torpido
raccoon	rakun
obsessive	sabit fikirli
money changer	sarraf
Triassic	Trias
footbridge	yayalara mahsus köprü
plaice	pisi balığı
Pompeii	Pompei
supernova	süpernova
inner product	iç çarpım
greedily	hevesle
software engineer	yazılım mühendisi
amass	yığmak
ablative	ablatif
acceptance	kabul
seabird	deniz kuşu
Allah	Allah
discussion	bahıs
corrosive	aşındırıcı
bibulous	ayyaş
pip	çekirdek
beaker	beher
mill	değirmen
marketing	pazarlama
ensnare	çekmek
kerosene	petrol
ideation	hayal
retainer	hizmetli
undergarment	iç çamaşırı
mutt	it
lowering	korkutucu
undefended	korunmamış
overbearing	küstah
logical	mantıklı
destroyer	muhrip
seismology	sismoloji
descriptive	tanımlayıcı
upside down	ters
conciliatory	uzlaştırıcı
farrow	yavrulamak
oviparous	yumurtlayan
encrypt	şifrelemek
telephone directory	telefon rehberi
Dec	Ara
Titus	Titus Flavius Vespasianus
personal digital assistant	cep bilgisayarı
Chechnya	Çeçenya
Galilee	Celile
log out	oturum kapamak
twenty-third	yirmi üçüncü
epidemiological	epidemiolojik
Gabonese	Gabonlu
United States of America	Amerika Birleşik Devletleri
deprivation	mahrum
whiten	ağarmak
growth	büyüme
kingdom	krallık
band	bando
nob	kafa
Babylonian	Babil dili
editorial	başyazı
simulate	benzetmek
agglutinate	bitiştirmek
diabolical	cehennem gibi
respond	karsilik vermek
reward	ödül
better	daha iyi
ostrich	deve kuşu
disabuse	doğru yolu göstermek
adequately	dosdoğru
stoppage	durdurma
shove	dürtmek
deferment	erteleme
braggart	gösteriş
diadem	taç
fusiform	iğimsi
meatball	köfte
monoxide	monoksit
yeshiva	musevi din okulu
fall asleep	pineklemek
diner	vagon restoran
Natal	Natal
Calgary	Calgary
Jason	İason
habitat	habitat
alpha ray	alfa ışını
sloth bear	Tembel ayı
mountain climbing	dağcılık
text file	metin dosyası
cool	serin
sharp	sivri
inert	âtıl
motorway	otoyol
all of a sudden	aniden
storage	saklama
barman	barmen
muddle	karışıklık
Belize	Belize
levee	rıhtım
seashore	deniz kıyısı
dossier	dosya
slither	kaydırmak
cooper	fıçı imalâthanesi
outsmart	hakkından gelmek
wrongful	haksız
disease	hastalık
respectively	insan
trencherman	iştahı yerinde kimse
mollycoddle	üstüne titremek
scribble	karalamak
cardboard	karton
meagerness	kıtlık
mainsail	mayistra yelkeni
duodenum	duodenum
warmonger	savaş kışkırtıcısı
catalysis	tezleşim
broadcasting	yayım
Tower of Babel	Babil Kulesi
Ulster	Ulster
cherry tree	vişne ağacı
gynecological	jinekolojik
weightless	ağırlıksız
linear algebra	lineer cebir
tyrannosaurus	tyrannosaurus
lampshade	abajur
visible	görünür
illustration	resim
noble	asil
merely	ancak
assonance	asonans
wipe out	çıkarmak
multitude	kalabalık
celandine	basurotu
tarry	bekleme
isthmus	kıstak
data processing	bilgi işlem
bolometer	bolometre
violation	ihlâl
marketplace	pazar yeri
circumscribe	çemberlemek
sunflower oil	ayçiçeği yağı
photosynthesis	fotosentez
insurance	sigorta
Haiti	Haiti
spire	helezon
stringy	lifli
scabies	kaşıntılı
ounce	ons
mayonnaise	mayonez
opera house	opera salonu
spurge	sütleğen
circumcision	sünnet
transfiguration	tecelli
curlew sandpiper	kızıl kumkuşu
Lazarus	Lazarus
preview	önceden izletecek
yucky	yapışkan ve tatlı
deaf-mute	sağır dilsiz
sampan	altı düz nehir kayığı
black swan	kara kuğu
jest	şaka yapmak
neglect	ihmal
capture	yakalamak
wild	vahşi
interlude	ara faslı
stray	ayrılmış
spike	başak
run down	bitmek
syndrome	sendrom
compatible	uyumlu
moustache	bıyık
consummate	eksiksiz
resuscitate	canlandırılma
piece of cake	çocuk oyuncağı
piglet	domuz yavrusu
notepad	not defteri
incision	deşme
urge	ittirmek
hussar	eskiden Macar süvarisi
tenement	ev
paralysis	felç
gramophone	gramofon
lacustrine	gölcül
helical	helezoni
improbable	ihtimal dahilinde olmayan
spaghetti	spagetti
maltreat	kötü davranmak
Manchurian	Mançu
sturgeon	mersin balığı
garlic	sarımsak
jovial	şen
profiteer	vurguncu kimse
lead time	sağlama süresi
Lake Huron	Huron Gölü
May Day	1 Mayıs İşçi Bayramı
decimal system	onluk sistem
Jamaican	Jamaikalı
intention	niyet
Sikhism	sihizm
edacious	obur
favouritism	adam kayırmacılık
custom	adet
dinner	akşam yemeği
hamper	aksatmak
bent	çarpık
education	eğitim
verily	doğrusu
corporation	şirket
pert	şımarık arsız
jacket	ceket
treatment	muamele
nebulous	bulanık
peck	gagalama
miniature	çok ufak yapılmış
parochial	dar fikirli
continuance	devam
tropism	dogrulum
insure	sigorta etmek
gullibility	enayilik
Taipei	Taipei
dependability	güvenilirlik
cartographic	hariritacllığa ait
sawm	oruç
tachycardia	taşikardi
chrysanthemum	kasımpatı
balustrade	korkuluk
Egypt	Mısır
muscat	misket şarabı
monarchist	monarşi
beet	pancar
mutilation	sakatlama
alienism	yabancılık
custard	krem karamel
Tiber	Tiber
barrel organ	laterna
ethnic cleansing	etnik temizlik
leukorrhea	lökore
Chadian	Çadlı
Walloon	Valonca
commute	değiştirmekhafifletm
rack	raf
match	kibrit
battlefront	cephe
annual	yıllık
basis	temel
characteristic	özellik
moonlight	ay ışığı
continue	devam etmek
neigh	kişnemek
rosin	reçine
assassination	suikast
ravish	esritmek
recuperate	İyileşmek
hemline	etek boyu
piper	kavalcı
imprecise	gevşek
apparition	hayalet
unresponsive	ihtiyacı karşlamayan
peritonitis	peritonit
fjord	fiyord
concert grand	kuyruklu piyano
morgue	morg
antiperspirant	ter kesici ilâç
petty cash	küçük kasa
intranet	iç ağ
kilobyte	kilobayt
spyware	casus yazılım
Yunnan	Yunnan
questionably	kuşkuyla
microwave	mikrodalga
interstellar	yıldızlar arası
political party	siyasî parti
modernization	modernizasyon
matriculation	yetişkinlik
America	Amerika
trial	duruşma
spur	mahmuz
ken	aşina
garland	antoloji
separate	ayırmak
prospector	arayan
archaeology	arkeoloji
colt	tay
athlete	sporcu
gaunt	zayıf
give out	azarlamak
suburb	varoş
stair	kademe
Sunday	pazar
disapproval	beğenmeme onaylamama
pallid	soluk
cyclist	bisikletçi
walnut	ceviz
fencing	çit
woodcock	çulluk
criticise	eleştirmek
totalitarianism	totalitarizm
dynamics	dinamik
